FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio,_report_date,_source_file,_ingested_at
,,,Afghanistan,2020-09-07 04:28:30,33.93911,67.709953,38484,1416,30537,6531,Afghanistan,98.85856682153498,3.679451200498909,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Albania,2020-09-07 04:28:30,41.1533,20.1683,10255,316,6106,3833,Albania,356.3485996247133,3.0814236957581667,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Algeria,2020-09-07 04:28:30,28.0339,1.6596,46364,1556,32745,12063,Algeria,105.73066642907445,3.3560521093952205,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Andorra,2020-09-07 04:28:30,42.5063,1.5218,1215,53,928,234,Andorra,1572.5101921956905,4.362139917695473,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Angola,2020-09-07 04:28:30,-11.2027,17.8739,2965,117,1198,1650,Angola,9.021407602469498,3.946037099494098,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Antigua and Barbuda,2020-09-07 04:28:30,17.0608,-61.7964,95,3,91,1,Antigua and Barbuda,97.0100481986766,3.1578947368421053,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Argentina,2020-09-07 04:28:30,-38.4161,-63.6167,478792,9859,349132,119801,Argentina,1059.3733126880416,2.0591405036007284,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Armenia,2020-09-07 04:28:30,40.0691,45.0382,44783,897,40089,3797,Armenia,1511.2880049297491,2.002992206864212,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Australian Capital Territory,Australia,2020-09-07 04:28:30,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,New South Wales,Australia,2020-09-07 04:28:30,-33.8688,151.2093,4118,52,0,4066,"New South Wales, Australia",50.72677999507268,1.2627489072365226,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Northern Territory,Australia,2020-09-07 04:28:30,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Queensland,Australia,2020-09-07 04:28:30,-27.4698,153.0251,1133,6,1089,38,"Queensland, Australia",22.148372593099403,0.529567519858782,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,South Australia,Australia,2020-09-07 04:28:30,-34.9285,138.6007,464,4,459,1,"South Australia, Australia",26.41616851693709,0.8620689655172413,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Tasmania,Australia,2020-09-07 04:28:30,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.652173913043479,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Victoria,Australia,2020-09-07 04:28:30,-37.8136,144.9631,19574,675,16921,1978,"Victoria, Australia",295.2382388874644,3.4484520282006743,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Western Australia,Australia,2020-09-07 04:28:30,-31.9505,115.8605,656,9,644,3,"Western Australia, Australia",24.93727666692009,1.3719512195121952,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Austria,2020-09-07 04:28:30,47.5162,14.5501,29036,916,25043,3492,Austria,325.00222064309827,2.5144340815141266,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Azerbaijan,2020-09-07 04:28:30,40.1431,47.5769,37329,548,34705,2076,Azerbaijan,368.1660490128635,1.4680275389107664,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Bahamas,2020-09-07 04:28:30,25.025885,-78.035889,2506,56,948,1502,Bahamas,637.2568964114248,2.23463687150838,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Bahrain,2020-09-07 04:28:30,26.0275,50.55,55415,199,50946,4270,Bahrain,3256.673344761907,0.3591085446178832,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Bangladesh,2020-09-07 04:28:30,23.685,90.3563,325157,4479,221275,99403,Bangladesh,197.43652813369275,1.3774884132895802,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Barbados,2020-09-07 04:28:30,13.1939,-59.5432,178,7,154,17,Barbados,61.94083606209395,3.932584269662921,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Belarus,2020-09-07 04:28:30,53.7098,27.9534,72859,711,71864,284,Belarus,771.0501103730098,0.975857478142714,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Belgium,2020-09-07 04:28:30,50.8333,4.469936,88367,9907,18565,59895,Belgium,768.9007252554047,11.21119875066484,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Belize,2020-09-07 04:28:30,17.1899,-88.4976,1194,15,287,892,Belize,300.2859506917391,1.256281407035176,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Benin,2020-09-07 04:28:30,9.3077,2.3158,2213,40,1793,380,Benin,18.254259313425383,1.807501129688206,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Bhutan,2020-09-07 04:28:30,27.5142,90.4336,228,0,150,78,Bhutan,29.54852957185736,0.0,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Bolivia,2020-09-07 04:28:30,-16.2902,-63.5887,120769,5398,71489,43882,Bolivia,1034.5986461611635,4.46969006947147,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Bosnia and Herzegovina,2020-09-07 04:28:30,43.9159,17.6791,21560,655,14709,6196,Bosnia and Herzegovina,657.1537864829319,3.038033395176252,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Botswana,2020-09-07 04:28:30,-22.3285,24.6849,2002,8,493,1501,Botswana,85.13262105990539,0.3996003996003996,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Acre,Brazil,2020-09-07 04:28:30,-9.0238,-70.812,25443,624,19695,5124,"Acre, Brazil",2884.906484037939,2.452540973941752,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Alagoas,Brazil,2020-09-07 04:28:30,-9.5713,-36.782,80717,1930,75705,3082,"Alagoas, Brazil",2418.590519384052,2.3910700348129885,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Amapa,Brazil,2020-09-07 04:28:30,0.902,-52.003,44770,672,32404,11694,"Amapa, Brazil",5293.645378968017,1.5010051373687738,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Amazonas,Brazil,2020-09-07 04:28:30,-3.4168,-65.8561,123811,3847,105063,14901,"Amazonas, Brazil",2987.286821855056,3.107155260841121,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Bahia,Brazil,2020-09-07 04:28:30,-12.5797,-41.7007,271255,5658,256692,8875,"Bahia, Brazil",1823.5986882057389,2.086090883952438,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Ceara,Brazil,2020-09-07 04:28:30,-5.4984,-39.3206,222412,8566,196354,17453,"Ceara, Brazil",2435.0646150854163,3.8516539852139657,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Distrito Federal,Brazil,2020-09-07 04:28:30,-15.7998,-47.8645,169617,2710,154753,12154,"Distrito Federal, Brazil",5625.271120179035,1.5977172099494743,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Espirito Santo,Brazil,2020-09-07 04:28:30,-19.1834,-40.3089,115505,3256,104554,7695,"Espirito Santo, Brazil",2874.223930922076,2.818925587636899,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Goias,Brazil,2020-09-07 04:28:30,-15.827,-49.8362,147717,3466,138013,6145,"Goias, Brazil",2103.270937886576,2.341902923144667,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Maranhao,Brazil,2020-09-07 04:28:30,-4.9609,-45.2744,158050,3508,145305,9237,"Maranhao, Brazil",2233.865112426099,2.21955077507118,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Mato Grosso,Brazil,2020-09-07 04:28:30,-12.6819,-56.9211,98346,2955,78975,15937,"Mato Grosso, Brazil",2807.288118179371,2.971815291507785,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Mato Grosso do Sul,Brazil,2020-09-07 04:28:30,-20.7722,-54.7852,54125,970,44017,8508,"Mato Grosso do Sul, Brazil",1924.8387721276756,1.8059112747938904,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Minas Gerais,Brazil,2020-09-07 04:28:30,-18.5122,-44.555,234804,5837,198462,30505,"Minas Gerais, Brazil",1109.198914571928,2.485903136232773,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Para,Brazil,2020-09-07 04:28:30,-1.9981,-54.9306,208259,6257,191612,9777,"Para, Brazil",2413.591286158739,3.00956472322022,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Paraiba,Brazil,2020-09-07 04:28:30,-7.24,-36.782,109673,2543,80881,26249,"Paraiba, Brazil",2729.4557887294254,2.318711077475769,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Parana,Brazil,2020-09-07 04:28:30,-25.2521,-52.0215,143074,3551,95386,44137,"Parana, Brazil",1251.307836823245,2.481932426576457,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Pernambuco,Brazil,2020-09-07 04:28:30,-8.8137,-36.9541,132152,7702,114952,9498,"Pernambuco, Brazil",1382.7667493523904,5.828137296446516,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Piaui,Brazil,2020-09-07 04:28:30,-7.7183,-42.7289,82282,1901,79821,292,"Piaui, Brazil",2505.3563348951966,2.308367680413628,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Rio Grande do Norte,Brazil,2020-09-07 04:28:30,-5.4026,-36.9541,64029,2302,37767,23748,"Rio Grande do Norte, Brazil",1819.3234789140008,3.5830159401890254,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Rio Grande do Sul,Brazil,2020-09-07 04:28:30,-30.0346,-51.2177,143914,3739,130252,9923,"Rio Grande do Sul, Brazil",1264.9290394620348,2.598079408535653,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Rio de Janeiro,Brazil,2020-09-07 04:28:30,-22.9068,-43.1729,232818,16568,210761,5489,"Rio de Janeiro, Brazil",1348.501411212305,7.116288259498836,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Rondonia,Brazil,2020-09-07 04:28:30,-11.5057,-63.5806,58066,1185,46833,10048,"Rondonia, Brazil",3267.2284038318166,2.04078118003651,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Roraima,Brazil,2020-09-07 04:28:30,-2.7376,-62.0751,45253,598,14732,29807,"Roraima, Brazil",7451.288544491969,1.3248554401045705,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Santa Catarina,Brazil,2020-09-07 04:28:30,-27.2423,-50.2189,189028,2405,175385,11238,"Santa Catarina, Brazil",2638.291600533051,1.2722982838521275,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Sao Paulo,Brazil,2020-09-07 04:28:30,-23.5505,-46.6333,855722,31353,690024,134345,"Sao Paulo, Brazil",1863.544691441672,3.663923563961193,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Sergipe,Brazil,2020-09-07 04:28:30,-10.5741,-37.3857,73740,1893,65965,5882,"Sergipe, Brazil",3207.90569957924,2.567127746135069,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,Tocantins,Brazil,2020-09-07 04:28:30,-10.1753,-48.2982,55906,754,37792,16973,"Tocantins, Brazil",3529.417000558217,1.3474321330138883,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Brunei,2020-09-07 04:28:30,4.5353,114.7277,145,3,139,3,Brunei,33.14414502963544,2.0689655172413794,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Bulgaria,2020-09-07 04:28:30,42.7339,25.4858,17089,676,12157,4256,Bulgaria,245.93991893150195,3.955761015858154,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Burkina Faso,2020-09-07 04:28:30,12.2383,-1.5616,1452,55,1103,294,Burkina Faso,6.946278952038049,3.787878787878788,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Burma,2020-09-07 04:28:30,21.9162,95.956,1419,8,385,1026,Burma,2.607986348928283,0.5637773079633545,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Burundi,2020-09-07 04:28:30,-3.3731,29.9189,462,1,357,104,Burundi,3.8853629547125625,0.2164502164502164,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Cabo Verde,2020-09-07 04:28:30,16.5388,-23.0418,4330,42,3628,660,Cabo Verde,778.7937869162644,0.9699769053117784,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
,,,Cambodia,2020-09-07 04:28:30,11.55,104.9167,274,0,272,2,Cambodia,1.6388568411297562,0.0,2020-09-06,09-06-2020.csv,2026-05-18 17:44:01.203170
