FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio,_report_date,_source_file,_ingested_at
,,,Afghanistan,2020-10-16 04:24:01,33.93911,67.709953,40112,1485,33447,5180,Afghanistan,103.04060992478462,3.702134024730754,2020-10-15,10-15-2020.csv,2026-05-18 17:45:01.469697
,,,Albania,2020-10-16 04:24:01,41.1533,20.1683,16212,439,9864,5909,Albania,563.347001181458,2.7078707130520603,2020-10-15,10-15-2020.csv,2026-05-18 17:45:01.469697
,,,Algeria,2020-10-16 04:24:01,28.0339,1.6596,53777,1827,37603,14347,Algeria,122.63562351299149,3.3973631850047417,2020-10-15,10-15-2020.csv,2026-05-18 17:45:01.469697
,,,Andorra,2020-10-16 04:24:01,42.5063,1.5218,3190,59,2011,1120,Andorra,4128.648158933541,1.8495297805642636,2020-10-15,10-15-2020.csv,2026-05-18 17:45:01.469697
,,,Angola,2020-10-16 04:24:01,-11.2027,17.8739,7096,228,2928,3940,Angola,21.59052558081739,3.2130777903043968,2020-10-15,10-15-2020.csv,2026-05-18 17:45:01.469697
,,,Antigua and Barbuda,2020-10-16 04:24:01,17.0608,-61.7964,112,3,100,9,Antigua and Barbuda,114.36974103422924,2.6785714285714284,2020-10-15,10-15-2020.csv,2026-05-18 17:45:01.469697
,,,Argentina,2020-10-16 04:24:01,-38.4161,-63.6167,949063,25342,764859,158862,Argentina,2099.893093994158,2.6702126202370127,2020-10-15,10-15-2020.csv,2026-05-18 17:45:01.469697
,,,Armenia,2020-10-16 04:24:01,40.0691,45.0382,59995,1046,47119,11830,Armenia,2024.646045502988,1.7434786232186017,2020-10-15,10-15-2020.csv,2026-05-18 17:45:01.469697
,,Australian Capital Territory,Australia,2020-10-16 04:24:01,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683,2020-10-15,10-15-2020.csv,2026-05-18 17:45:01.469697
,,New South Wales,Australia,2020-10-16 04:24:01,-33.8688,151.2093,4326,53,0,4273,"New South Wales, Australia",53.2889874353289,1.2251502542764678,2020-10-15,10-15-2020.csv,2026-05-18 17:45:01.469697
,,Northern Territory,Australia,2020-10-16 04:24:01,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0,2020-10-15,10-15-2020.csv,2026-05-18 17:45:01.469697
,,Queensland,Australia,2020-10-16 04:24:01,-27.4698,153.0251,1164,6,1154,4,"Queensland, Australia",22.75437396148959,0.5154639175257731,2020-10-15,10-15-2020.csv,2026-05-18 17:45:01.469697
