FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio,_report_date,_source_file,_ingested_at
,,,Afghanistan,2020-09-17 04:22:00,33.93911,67.709953,38941,1440,32503,4998,Afghanistan,100.03251872459708,3.6979019542384632,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Albania,2020-09-17 04:22:00,41.1533,20.1683,11816,343,6733,4740,Albania,410.59142400444784,2.9028436018957344,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Algeria,2020-09-17 04:22:00,28.0339,1.6596,48966,1645,34517,12804,Algeria,111.66439074208566,3.359473920679655,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Andorra,2020-09-17 04:22:00,42.5063,1.5218,1483,53,1054,376,Andorra,1919.368407428978,3.5738368172623063,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Angola,2020-09-17 04:22:00,-11.2027,17.8739,3675,143,1401,2131,Angola,11.181677213853426,3.891156462585034,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Antigua and Barbuda,2020-09-17 04:22:00,17.0608,-61.7964,95,3,91,1,Antigua and Barbuda,97.0100481986766,3.1578947368421053,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Argentina,2020-09-17 04:22:00,-38.4161,-63.6167,589012,12116,448263,128633,Argentina,1303.245655008874,2.0570039320081763,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Armenia,2020-09-17 04:22:00,40.0691,45.0382,46376,923,42069,3384,Armenia,1565.0468373405542,1.99025357943764,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,Australian Capital Territory,Australia,2020-09-17 04:22:00,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,New South Wales,Australia,2020-09-17 04:22:00,-33.8688,151.2093,4190,52,0,4138,"New South Wales, Australia",51.61369795516137,1.2410501193317425,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,Northern Territory,Australia,2020-09-17 04:22:00,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,Queensland,Australia,2020-09-17 04:22:00,-27.4698,153.0251,1150,6,1111,33,"Queensland, Australia",22.480695924152087,0.5217391304347826,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,South Australia,Australia,2020-09-17 04:22:00,-34.9285,138.6007,466,4,462,0,"South Australia, Australia",26.530031312268715,0.8583690987124464,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,Tasmania,Australia,2020-09-17 04:22:00,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.652173913043479,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,Victoria,Australia,2020-09-17 04:22:00,-37.8136,144.9631,19970,745,18217,1008,"Victoria, Australia",301.21117965580174,3.730595893840761,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,Western Australia,Australia,2020-09-17 04:22:00,-31.9505,115.8605,661,9,648,4,"Western Australia, Australia",25.12734737322284,1.361573373676248,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Austria,2020-09-17 04:22:00,47.5162,14.5501,34436,935,27655,6660,Austria,389.4230769230769,2.1612066261796823,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Azerbaijan,2020-09-17 04:22:00,40.1431,47.5769,38658,569,36149,1940,Azerbaijan,381.2736243333407,1.4718816286409022,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Bahamas,2020-09-17 04:22:00,25.025885,-78.035889,3087,69,1533,1485,Bahamas,785.0008137358614,2.2351797862001943,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Bahrain,2020-09-17 04:22:00,26.0275,50.55,62484,216,55444,6824,Bahrain,3672.110029308003,0.3456884962550413,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Bangladesh,2020-09-17 04:22:00,23.685,90.3563,342671,4823,247969,89879,Bangladesh,208.071093447475,1.4074724735971238,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Barbados,2020-09-17 04:22:00,13.1939,-59.5432,185,7,171,7,Barbados,64.37671163756956,3.783783783783784,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Belarus,2020-09-17 04:22:00,53.7098,27.9534,74763,767,72810,1186,Belarus,791.1997063069399,1.025908537645627,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Belgium,2020-09-17 04:22:00,50.8333,4.469936,95948,9935,18810,67203,Belgium,834.8646755780503,10.35456705715596,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Belize,2020-09-17 04:22:00,17.1899,-88.4976,1536,19,696,821,Belize,386.2975044074634,1.2369791666666667,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
,,,Benin,2020-09-17 04:22:00,9.3077,2.3158,2280,40,1942,298,Benin,18.806918768463568,1.7543859649122806,2020-09-16,09-16-2020.csv,2026-05-18 17:44:17.166447
